,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,id,assists,goals,redCards,secondYellowCards
28,GR1,683,2012,Super League,4,1,,,205',136514,,,,
29,EL,683,2012,Europa League,1,,,,45',136514,,,,
30,CL,683,2012,Champions League,2,,,,2',136514,,,,
31,GRP,683,2011,Kypello Elladas,1,,,,9',136514,,,,
32,GR20,7661,2010,Super League K20,1,,,,90',136514,,,,
0,IT1,1025,2023,Serie A,24,7,,,1.819',223974,2,,,
1,CIT,1025,2023,Italy Cup,3,,,,284',223974,,,,
2,IT1,1025,2022,Serie A,30,6,,,2.540',223974,2,6,,
3,CIT,1025,2022,Italy Cup,1,,,,59',223974,,,,
4,L1,533,2022,Bundesliga,1,,,,19',223974,,,,1
5,DFB,533,2022,DFB-Pokal,1,1,,,120',223974,,,,
6,L1,533,2021,Bundesliga,28,5,,,2.202',223974,,2,,
7,DFB,533,2021,DFB-Pokal,3,,,,225',223974,,,,
8,L1,533,2020,Bundesliga,26,9,,,2.123',223974,,,,1
9,DFB,533,2020,DFB-Pokal,1,1,,,70',223974,,,,
10,EL,533,2020,Europa League,3,,,,217',223974,,,,
11,L1,533,2019,Bundesliga,28,9,,,2.316',223974,1,,,
12,DFB,533,2019,DFB-Pokal,2,1,,,210',223974,,,,
13,L1,533,2018,Bundesliga,17,5,,,1.404',223974,,,,
14,RLSW,983,2018,Regionalliga Südwest,4,1,,,360',223974,,2,,
15,CL,533,2018,Champions League,2,,,,180',223974,,,,
16,DFB,533,2018,DFB-Pokal,1,,,,90',223974,,,,
17,RLSW,983,2017,Regionalliga Südwest,4,1,,,350',223974,,,,
18,L1,533,2017,Bundesliga,9,3,,,757',223974,,,,
19,EL,533,2017,Europa League,4,,,,316',223974,,,,
20,DFB,533,2017,DFB-Pokal,,,,,,223974,,,,
21,RLSW,983,2016,Regionalliga Südwest,30,10,,,2.681',223974,,1,,
22,L1,533,2016,Bundesliga,,,,,,223974,,,,
23,AJ,8925,2015,U19-Bundesliga Endrunde,1,,,,12',223974,,,,
24,AJ3,8925,2015,U19-Bundesliga S/SW,21,2,,,1.488',223974,1,2,,
25,ATRO,4375,2014,Regional League East,22,5,,,1.855',223974,1,4,,
26,ATRO,4375,2013,Regional League East,6,,,,470',223974,,,,
27,JGD2,9699,2013,ÖFB Jugendliga U18,10,1,,,794',223974,,3,,
0,NL1,1090,2023,Eredivisie,13,,,,402',577394,1,,1,
1,NL2,11368,2023,Keuken Kampioen Divisie,2,,,,135',577394,,2,,
2,NLP,1090,2023,KNVB Beker,2,,,,225',577394,,,,
3,UCOL,1090,2023,Conference League,3,,,,92',577394,,,,
4,ECLQ,1090,2023,UECL Qualifiers,1,,,,13',577394,,,,
5,A1,170,2022,Bundesliga,10,2,,,693',577394,2,,1,
6,ofb,170,2022,ÖFB-Cup,2,,,,110',577394,,,,
7,IT1,1025,2022,Serie A,7,1,,,341',577394,2,,,
8,CIT,1025,2022,Italy Cup,,,,,,577394,,,,
9,IT1,1025,2021,Serie A,7,,,,176',577394,,,,
10,NL2,724,2021,Keuken Kampioen Divisie,21,2,,,1.858',577394,2,5,,1
11,NLP,724,2021,KNVB Beker,1,,,,90',577394,,,,
12,PON2,724,2020,Play-Offs Promotie/Deg.,1,,,,90',577394,,,,
13,NL2,724,2020,Keuken Kampioen Divisie,14,2,,,1.125',577394,2,1,,
14,NL2,17596,2020,Keuken Kampioen Divisie,6,,,,236',577394,,,,
15,181F,81339,2020,O18 Div. 1 Fall,1,,,,90',577394,,2,,
16,NLAJ,4694,2019,U19 Eredivisie,2,,,,150',577394,,,,
17,NL2,17596,2019,Keuken Kampioen Divisie,1,1,,,8',577394,,,,
18,NLJV,4694,2019,Preliminary round U19 Eredivisie,13,,,,1.046',577394,2,2,,
19,NLJB,4694,2019,U19 Cup NL,1,,,,78',577394,,,,
20,NLAE,4694,2018,U19 Eerste Divisie,2,,,,152',577394,,,,
21,NLBJ,51705,2018,U17 Div. 1 Spring,11,,,,987',577394,3,1,,
22,NLVB,51705,2018,Prelim. U17,7,,,,630',577394,,,,
23,NLJV,4694,2018,Preliminary round U19 Eredivisie,3,,,,232',577394,,1,,
24,NLVB,36112,2017,Prelim. U17,4,,,,259',577394,,,,
0,IT1,1025,2023,Serie A,13,,,,577',33571,,2,,
1,CIT,1025,2023,Italy Cup,2,,,,47',33571,,,,
2,IT1,1025,2022,Serie A,15,1,,,666',33571,,1,,
3,CIT,1025,2022,Italy Cup,2,,,,112',33571,,,,
4,IT1,1025,2021,Serie A,31,7,,,2.297',33571,2,3,,
5,IT1,1025,2020,Serie A,29,4,,,2.145',33571,,2,,
6,CIT,1025,2020,Italy Cup,1,,,,120',33571,,,,
7,IT1,416,2019,Serie A,29,2,,,2.250',33571,,,,
8,CIT,416,2019,Italy Cup,2,,,,194',33571,,1,,
9,ELQ,416,2019,Europa League Qualifying,6,,,,540',33571,1,2,,
10,IT1,416,2018,Serie A,32,3,,,2.426',33571,4,2,,
11,CIT,416,2018,Italy Cup,2,,,,180',33571,,,,
12,IT1,416,2017,Serie A,35,3,,,2.962',33571,2,5,,1
13,CIT,416,2017,Italy Cup,4,,,,291',33571,,2,,
14,IT1,416,2016,Serie A,16,1,,,1.257',33571,4,1,,
15,CIT,416,2016,Italy Cup,2,,,,210',33571,,,,
16,CIT,1038,2016,Italy Cup,1,,,,90',33571,,,,
17,IT1,1038,2015,Serie A,17,4,,,1.397',33571,2,1,,
18,CIT,1038,2015,Italy Cup,,,,,,33571,,,,
19,IT1,1038,2014,Serie A,33,8,,,2.932',33571,3,4,,
20,CIT,1038,2014,Italy Cup,2,,,,112',33571,,,,
21,IT1,1038,2013,Serie A,35,7,,,3.085',33571,3,2,,
22,CIT,1038,2013,Italy Cup,1,,,,90',33571,,,,
23,IT1,1038,2012,Serie A,24,4,,,1.836',33571,,2,,
24,CIT,1038,2012,Italy Cup,1,1,,,120',33571,,,,
25,IT1,430,2011,Serie A,22,3,,,1.437',33571,2,,,
26,CIT,430,2011,Italy Cup,2,1,,,180',33571,,,,
27,IT1,430,2010,Serie A,26,2,,,2.043',33571,,1,,
28,CIT,430,2010,Italy Cup,2,,,,182',33571,,,,
29,IT1,430,2009,Serie A,26,4,,,1.749',33571,3,1,,
30,CIT,430,2009,Italy Cup,3,,,,235',33571,1,,,
31,CL,430,2009,Champions League,5,1,,,349',33571,,,,
32,IT1,398,2008,Serie A,21,1,,,1.061',33571,,,,1
33,CIT,398,2008,Italy Cup,7,,,,436',33571,,,,
34,IT1,398,2007,Serie A,24,4,,,1.567',33571,2,,1,1
35,CIT,398,2007,Italy Cup,4,,,,337',33571,1,1,,
36,CL,398,2007,Champions League,4,1,,,271',33571,,,,
37,CLQ,398,2007,Champions League Qu.,2,,,,134',33571,,,,
38,IT1,398,2006,Serie A,2,,,,102',33571,,,,
39,ITJ3,12816,2006,Primavera C,18,,,,1.479',33571,,1,,
40,CIT,398,2006,Italy Cup,2,,,,36',33571,,1,,
41,TDV,12816,2005,Viareggio Cup,3,,,,180',33571,,,,1
42,IT1,398,2005,Serie A,,,,,,33571,,,,
43,CIT,398,2005,Italy Cup,1,,,,45',33571,,,,
44,UI,398,2005,UI Cup,2,,,,9',33571,,,,
0,ROMP,7769,2022,Cupa României,,,,,,207715,,,,
1,IT1,1025,2022,Serie A,,,,,,207715,,,,
2,CIT,1025,2022,Italy Cup,,,,,,207715,,,,
3,IT1,1025,2021,Serie A,6,,,,104',207715,,,,
4,CIT,1025,2021,Italy Cup,1,1,,,53',207715,,,,
5,IT1,1025,2020,Serie A,8,2,,,427',207715,,1,,
6,CIT,1025,2020,Italy Cup,1,,,,90',207715,,,,
7,IT1,1025,2019,Serie A,20,5,,,1.506',207715,4,,,
8,CIT,1025,2019,Italy Cup,1,,,,90',207715,,,,
9,IT1,1025,2018,Serie A,23,5,,,2.009',207715,,2,,
10,CIT,1025,2018,Italy Cup,2,,,,93',207715,,,,
11,IT1,1025,2017,Serie A,25,3,,,1.748',207715,,1,,1
12,CIT,1025,2017,Italy Cup,,,,,,207715,,,,
13,IT1,1025,2016,Serie A,16,3,,,1.066',207715,1,,,
14,CIT,1025,2016,Italy Cup,1,,,,90',207715,,,,
15,IT1,1025,2015,Serie A,15,3,,,978',207715,,,1,
16,CIT,1025,2015,Italy Cup,1,,,,44',207715,,,,
17,POSB,1025,2014,Serie B Play-off,3,,,,246',207715,,,,1
18,IT2,1025,2014,Serie B,8,3,,,513',207715,,1,,
19,IT1,46,2014,Serie A,4,,,,94',207715,,,,
20,EL,46,2014,Europa League,3,,,,270',207715,,,,
21,IT1,1210,2013,Serie A,25,6,,,1.944',207715,2,2,,1
22,CIT,46,2013,Italy Cup,,,,,,207715,,,,
23,ITJ2,5380,2012,Primavera B,15,3,,,1.312',207715,,2,,
24,IT1,46,2012,Serie A,,,,,,207715,,,,
25,EL,46,2012,Europa League,1,,,,24',207715,,,,
26,TDV,5380,2012,Viareggio Cup,3,1,,,300',207715,,1,,
27,CIT,46,2012,Italy Cup,,,,,,207715,,,,
28,SCIJ,5380,2012,Supercoppa Primavera,1,,,,37',207715,,,1,
29,ELQ,46,2012,Europa League Qualifying,1,,,,55',207715,,,,
30,ITJE,5380,2011,Primavera Fase Finale,3,2,,,300',207715,,2,,
31,ITJ2,5380,2011,Primavera B,17,,,,1.371',207715,,1,,
32,TDV,5380,2011,Viareggio Cup,4,2,,,390',207715,,,,
33,TDV,5380,2010,Viareggio Cup,,,,,,207715,,,,
0,NL1,383,2023,Eredivisie,23,3,,,1.914',347900,,2,,
1,CL,383,2023,Champions League,7,1,,,622',347900,,,,
2,NLP,383,2023,KNVB Beker,2,1,,,156',347900,,,,
3,CLQ,383,2023,Champions League Qu.,2,,,,90',347900,,,,
4,CIT,1025,2023,Italy Cup,,,,,,347900,,,,
5,IT1,1025,2022,Serie A,33,3,,,2.516',347900,2,,,
6,CIT,1025,2022,Italy Cup,3,1,,,209',347900,1,,,
7,IT1,1025,2021,Serie A,17,2,,,1.393',347900,1,1,,1
8,CIT,1025,2021,Italy Cup,1,,,,90',347900,,,,
9,IT1,1025,2020,Serie A,34,8,,,2.521',347900,1,1,1,
10,CIT,1025,2020,Italy Cup,1,,,,23',347900,,,,
11,IT1,1025,2019,Serie A,19,6,,,1.082',347900,1,,1,
12,CIT,1025,2019,Italy Cup,1,1,,,44',347900,,,,
13,PON2,798,2018,Play-Offs Promotie/Deg.,2,,,,178',347900,,,,
14,NL1,798,2018,Eredivisie,31,3,,,2.727',347900,2,1,,
15,NLBB,18333,2018,Beloften Eerste Divisie,1,,,,90',347900,,,,
16,NLP,798,2018,KNVB Beker,1,,,,120',347900,,,,
17,PON2,1434,2017,Play-Offs Promotie/Deg.,2,,,,177',347900,,,,
18,NL2,1434,2017,Jupiler League,37,3,,,3.119',347900,2,4,,
19,NLP,1434,2017,KNVB Beker,1,,,,45',347900,,,,
20,NL1,1268,2016,Eredivisie,2,,,,12',347900,,,,
21,NLBE,17775,2016,Beloften Eredivisie,4,,,,285',347900,,2,,
22,NLP,1268,2016,KNVB Beker,1,,,,14',347900,,,,
23,NLAE,10709,2015,U19 Eerste Divisie,1,,,,90',347900,,,,
24,NLJV,10709,2015,Preliminary round U19 Eredivisie,2,,,,180',347900,,,,
25,NLBE,17775,2015,Beloften Eredivisie,1,,,,67',347900,,1,,
26,NLAJ,10709,2014,U19 Eredivisie,7,,,,529',347900,,2,,
27,NLJV,10709,2014,Preliminary round U19 Eredivisie,7,,,,620',347900,1,,,
28,NLBV,17775,2014,Beloften Preliminary Round,1,1,,,66',347900,,,,
29,NLJB,10709,2014,U19 Cup NL,1,,,,90',347900,,,,
0,IT1,1025,2023,Serie A,21,,,,713',316934,,1,,
1,CIT,1025,2023,Italy Cup,4,,,,269',316934,,1,,
2,IT1,1025,2022,Serie A,26,1,,,1.219',316934,5,1,,
3,CIT,1025,2022,Italy Cup,2,,,,180',316934,,,,
4,RU1,121,2022,Premier Liga,6,,,,531',316934,2,,,1
5,RUP,121,2021,Russian Cup,6,,,,278',316934,1,1,,
6,RU1,121,2021,Premier Liga,28,4,,,2.332',316934,1,1,,
7,RU1,121,2020,Premier Liga,24,2,,,1.639',316934,1,3,,
8,RUP,121,2020,Russian Cup,2,,,,147',316934,,,,
9,ELQ,121,2020,Europa League Qualifying,,,,,,316934,,,,
10,KR1,419,2019,SuperSport HNL,28,2,,,2.298',316934,,2,,1
11,KRC,419,2019,Hrvatski nogometni kup,3,,,,225',316934,,,,
12,CL,419,2019,Champions League,5,1,,,417',316934,,,,1
13,CLQ,419,2019,Champions League Qu.,4,2,,,291',316934,,,,
14,HRSC,419,2019,SuperSport Super Cup,1,,,,,316934,,,,
15,KR1,419,2018,SuperSport HNL,19,3,,,1.613',316934,2,3,,
16,KRC,419,2018,Hrvatski nogometni kup,1,,,,12',316934,,,,
17,KR2,44796,2018,Prva NL,5,2,,,340',316934,,2,,
18,EL,419,2018,Europa League,4,1,,,181',316934,,,,
19,KR1,419,2017,SuperSport HNL,24,3,,,1.887',316934,2,4,,1
20,KRC,419,2017,Hrvatski nogometni kup,2,,,,87',316934,,,,
21,ELQ,419,2017,Europa League Qualifying,4,1,,,327',316934,,,,
22,KR1,419,2016,1.HNL,15,,,,1.017',316934,4,1,,
23,KR2,44796,2016,Prva NL,13,4,,,1.019',316934,,5,,
24,KRC,419,2016,Hrvatski nogometni kup,2,,,,180',316934,,,,
25,CL,419,2016,Champions League,1,,,,86',316934,,,,
26,19YL,50634,2016,UEFA Youth League,5,1,,,450',316934,1,,,
27,KR1,419,2015,SuperSport HNL,1,1,,,90',316934,,,,
28,KR2,44796,2015,Prva NL,12,2,,,768',316934,,,,
29,19YL,50634,2015,UEFA Youth League,5,1,,,380',316934,,,,
30,KRC,419,2015,Hrvatski nogometni kup,1,,,,29',316934,,,,
0,GB1,703,2023,Premier League,21,3,,,1.372',497291,2,2,,
1,FAC,703,2023,FA Cup,3,2,,,255',497291,,1,,
2,IT1,1025,2023,Serie A,2,,,,102',497291,,,,
3,CIT,1025,2023,Italy Cup,1,,,,90',497291,,,,
4,IT1,1025,2022,Serie A,31,10,,,2.307',497291,2,3,,
5,CIT,1025,2022,Italy Cup,3,,,,177',497291,,,,
6,IT1,1025,2021,Serie A,28,8,,,2.024',497291,3,,,
7,CIT,1025,2021,Italy Cup,1,,,,78',497291,,1,,
8,IT1,1025,2020,Serie A,28,8,,,1.255',497291,,1,,
9,CIT,1025,2020,Italy Cup,2,1,,,172',497291,,,,
10,IT1,1025,2019,Serie A,16,1,,,696',497291,1,,,
11,AR1N,1029,2020,Superliga,14,4,,,1.235',497291,1,5,,1
12,ARLC,1029,2019,Copa Superliga,3,2,,,300',497291,,,,
13,AR1N,1029,2019,Superliga,25,4,,,2.198',497291,2,3,,
14,ARCA,1029,2019,Copa Argentina,1,,,,77',497291,,,,
15,ARCA,1029,2018,Copa Argentina,1,1,,,120',497291,1,,,
16,AR1N,1029,2018,Superliga,24,4,,,1.844',497291,2,,,
17,ARCA,1029,2017,Copa Argentina,4,1,,,266',497291,,,,
18,AR1N,1029,2017,Primera División,12,1,,,716',497291,1,1,,
0,IT1,1025,2023,Serie A,29,6,,,1.632',237658,1,,,
1,CIT,1025,2023,Italy Cup,4,,,,361',237658,,,,
2,IT1,1025,2022,Serie A,32,4,,,1.540',237658,1,1,,
3,CIT,1025,2022,Italy Cup,2,,,,83',237658,,,,
4,IT1,1025,2021,Serie A,12,1,,,437',237658,,,,
5,C1,452,2021,Super League,15,4,,,1.069',237658,4,2,,
6,CL,452,2021,Champions League,6,2,,,505',237658,2,,,
7,SCC,452,2021,Swiss Cup,2,,,,88',237658,1,1,,
8,CLQ,452,2021,Champions League Qu.,5,3,,,365',237658,2,1,,
9,C1,452,2020,Super League,27,8,,,2.039',237658,3,2,,
10,SCC,452,2020,Swiss Cup,1,,,,90',237658,1,,,
11,EL,452,2020,Europa League,9,3,,,577',237658,2,,,
12,CLQ,452,2020,Champions League Qu.,2,2,,,165',237658,,,,
13,SCC,452,2019,Schweizer Cup,6,2,,,501',237658,2,1,,
14,C1,452,2019,Super League,32,6,,,2.609',237658,7,3,,1
15,EL,452,2019,Europa League,6,,,,471',237658,,,,
16,CLQ,452,2019,Champions League Qu.,2,1,,,163',237658,,,,
17,C1,452,2018,Super League,26,6,,,1.711',237658,7,4,,
18,SCC,452,2018,Schweizer Cup,3,,,,300',237658,1,,,
19,CL,452,2018,Champions League,4,,,,226',237658,,,,
20,CLQ,452,2018,Champions League Qu.,2,,,,20',237658,,,,
21,CHC1,5508,2018,1. Liga Gr. 1,2,,,,150',237658,,1,,
22,SCC,452,2017,Schweizer Cup,4,,,,298',237658,,,,
23,C1,452,2017,Super League,19,4,,,897',237658,2,,,
24,EL,452,2017,Europa League,5,1,,,355',237658,1,,,
25,CLQ,452,2017,Champions League Qu.,1,,,,62',237658,,,,
26,CHC1,5508,2017,1. Liga Gr. 1,1,1,,,90',237658,,,,
27,C1,452,2016,Super League,14,3,,,812',237658,,1,,
28,CHC1,5508,2016,1. Liga Gr. 1,8,,,,709',237658,,5,,2
29,SCC,452,2016,Schweizer Cup,1,,,,90',237658,,,,
30,EL,452,2016,Europa League,2,,,,61',237658,,,,
31,CHC2,5508,2015,1. Liga Gr. 2,17,5,,,1.478',237658,1,3,,
32,C18E,14438,2014,U18 Playoffs,1,1,,,120',237658,,,,
33,CH18,14438,2014,U18 Elite League,22,7,,,1.980',237658,,1,,
34,CHUC,14438,2014,Schweizer Cup 18,2,1,,,180',237658,,,,
35,CH17,32283,2013,U17 Elite League,16,4,,,1.368',237658,,3,,
36,CH18,14438,2013,U18 Elite League,3,1,,,185',237658,,,,
37,CHUC,32283,2013,Schweizer Cup 18,1,1,,,90',237658,,,,
0,IT2,1103,2023,Serie B,29,2,,,1.566',679754,2,1,,
1,CIT,1025,2023,Italy Cup,1,,,,61',679754,,,,
2,IT1,1025,2022,Serie A,6,,,,104',679754,1,,,
3,IJ1,14848,2022,Primavera 1,18,1,,,1.516',679754,4,2,,
4,CIT,1025,2022,Italy Cup,1,,,,23',679754,,,,
5,CITP,14848,2022,Coppa Primavera,1,,,,38',679754,,2,,
6,IJ1,14848,2021,Primavera 1,20,3,,,1.537',679754,3,2,,
7,IT1,1025,2021,Serie A,1,,,,18',679754,,,,
8,CITP,14848,2021,Coppa Primavera,1,,,,120',679754,,,,
9,ECLQ,5411,2021,UECL Qualifiers,4,,,,310',679754,,,,
10,FI1,5411,2021,Veikkausliiga,17,,,,1.130',679754,2,2,,
11,FIS,5411,2021,Suomen Cup,5,,,,323',679754,1,2,,
12,POFI,2275,2020,Rel. Veikkausliiga,2,1,,,116',679754,1,,,
13,FI1,2275,2020,Veikkausliiga,16,1,,,565',679754,,1,,
14,FIS,2275,2020,Suomen Cup,1,,,,9',679754,,,,
15,FI2,2275,2019,Ykkönen,1,,,,6',679754,,,,
16,FJE,15697,2019,A-Pojat SM Sarja Endrunde,2,,,,161',679754,,,,
17,FIP1,15697,2019,Regions Cup,2,,,,136',679754,,1,,
0,IT1,1025,2023,Serie A,16,3,,,599',699442,,,,
1,CIT,1025,2023,Italy Cup,3,,,,159',699442,,,,
2,IJ1,14848,2022,Primavera 1,30,3,,,2.605',699442,5,9,,
3,CITP,14848,2022,Coppa Primavera,2,,,,83',699442,,,,
4,IT1,1025,2022,Serie A,,,,,,699442,,,,
5,CIT,1025,2022,Italy Cup,,,,,,699442,,,,
6,IT1,1025,2021,Serie A,1,,,,44',699442,,,,
7,IJ1,14848,2021,Primavera 1,31,1,,,2.179',699442,3,2,,
8,CITP,14848,2021,Coppa Primavera,1,,,,59',699442,,,,
9,IT1,1025,2020,Serie A,1,,,,1',699442,,,,
10,ITJ8,49759,2020,Under 17 20/21,1,,,,58',699442,,,,
11,PL1,4000,2020,Ekstraklasa,1,,,,9',699442,,,,
12,PLZJ,15521,2020,Youth League POL,1,1,,,90',699442,,,,
13,POPU,4000,2020,Fortuna Polish Cup,1,,,,84',699442,1,,,
14,PL1,4000,2019,Ekstraklasa,3,,,,129',699442,,,,
15,POPU,4000,2019,Fortuna Polish Cup,,,,,,699442,,,,
16,PLZJ,15521,2019,Youth League POL,5,,,,269',699442,,1,,
0,ofb,307,2023,ÖFB-Cup,3,,,,89',401920,,,,
1,A2,307,2023,2. Liga,11,2,,,265',401920,1,,,
2,A1,266,2022,Bundesliga,13,2,,,689',401920,,,,
3,ofb,266,2022,ÖFB-Cup,1,,,,16',401920,,,,
4,IT1,1025,2021,Serie A,2,,,,77',401920,,,,
5,CIT,1025,2021,Italy Cup,,,,,,401920,,,,
6,IT2,1386,2020,Serie B,3,,,,99',401920,,,,
7,IT1,1025,2020,Serie A,,,,,,401920,,,,
8,CIT,1025,2020,Italy Cup,1,1,,,67',401920,,,,
9,IT2,2239,2019,Serie B,10,4,,,473',401920,,,,
10,IT1,1025,2019,Serie A,1,,,,77',401920,,,,
11,CIT,1025,2019,Italy Cup,1,1,,,90',401920,,,,
12,IT2,839,2018,Serie B,25,2,,,1.679',401920,3,1,1,
13,CIT,1025,2018,Italy Cup,,,,,,401920,,,,
14,IT1,1025,2017,Serie A,,,,,,401920,,,,
15,IJ1,14848,2017,Primavera 1,25,4,,,2.042',401920,3,2,,
16,TDV,14848,2017,Viareggio Cup,2,,,,101',401920,,,,
0,IT1,2919,2023,Serie A,21,3,,,1.367',311178,3,,,
1,CIT,2919,2023,Italy Cup,1,,,,58',311178,,,,
2,IT1,1025,2022,Serie A,12,2,,,705',311178,2,,,
3,IT1,6574,2022,Serie A,12,3,,,771',311178,1,1,,
4,CIT,6574,2022,Italy Cup,1,,,,90',311178,,,,
5,IT1,6574,2021,Serie A,29,6,,,1.972',311178,6,,1,
6,CIT,6574,2021,Italy Cup,2,,,,164',311178,,,,
7,IT1,6574,2020,Serie A,23,1,,,1.456',311178,1,1,,1
8,CIT,6574,2020,Italy Cup,1,,,,5',311178,,,,
9,IT1,6574,2019,Serie A,26,4,,,1.635',311178,3,,,
10,GR1,6676,2019,Super League 1,2,,,,180',311178,,,,
11,GR1,6676,2018,Super League,24,4,,,1.908',311178,,1,,1
12,GRP,6676,2018,Kypello Elladas,4,1,,,212',311178,1,,,
13,ELQ,6676,2018,Europa League Qualifying,2,,,,180',311178,,2,,
14,GR1,6676,2017,Super League,18,4,,,985',311178,1,2,,
15,GRP,6676,2017,Kypello Elladas,3,2,,,270',311178,,,,
16,GR1,6676,2016,Super League,8,,,,345',311178,,1,,
17,GRP,6676,2016,Kypello Elladas,4,,,,360',311178,,,,
18,GR20,14779,2016,Super League K20,1,1,,,90',311178,,,,
19,GR2,3999,2015,Football League,13,3,,,1.151',311178,2,,,1
20,GR2,5220,2015,Football League,12,3,,,976',311178,1,,,
21,GRP,5220,2015,Kypello Elladas,4,1,,,277',311178,,,,
22,GR20,14779,2014,Super League K20,7,2,,,630',311178,,,,
23,GRP,6676,2014,Kypello Elladas,2,,,,91',311178,,,,
24,EL,6676,2014,Europa League,,,,,,311178,,,,
25,GR1,6676,2014,Super League,1,,,,44',311178,,,,
26,GR1,6676,2013,Super League,5,2,,,288',311178,,,1,
27,GRP,6676,2013,Kypello Elladas,1,,,,90',311178,,,,
28,GR20,14779,2013,Super League K20,1,,,,90',311178,,,,
0,IT1,1025,2023,Serie A,29,7,,,2.566',428563,4,6,,
1,CIT,1025,2023,Italy Cup,2,1,,,210',428563,1,,,
2,IT1,1025,2022,Serie A,32,4,,,2.321',428563,,7,,
3,CIT,1025,2022,Italy Cup,1,,,,45',428563,,,,
4,SCPA,370,2021,Premiership Relegation,5,1,,,450',428563,,2,,
5,SC1,370,2021,Premiership,31,11,,,2.781',428563,1,9,,
6,SFA,370,2021,SFA Cup,2,,,,180',428563,,1,,
7,ECLQ,370,2021,UECL Qualifiers,6,1,,,495',428563,,4,,
8,SCP,370,2021,Prem. Sports Cup,1,,,,20',428563,,,,
9,SCPM,370,2020,Scottish Premiership Top Six Split,5,,,,450',428563,,1,,
10,SFA,370,2020,SFA Cup,3,2,,,300',428563,,,,
11,SC1,370,2020,Premiership,30,8,,,2.661',428563,4,8,,1
12,ELQ,370,2020,Europa League Qualifying,3,1,,,270',428563,1,1,,
13,SFA,370,2019,SFA Cup,4,,,,390',428563,1,1,,
14,SC1,370,2019,Premiership,28,8,,,2.520',428563,5,1,1,
15,SCP,370,2019,Betfred Cup,1,,,,120',428563,,,,
16,ELQ,370,2019,Europa League Qualifying,6,,,,540',428563,3,1,,
17,SCPM,370,2018,Scottish Premiership Top Six Split,4,,,,355',428563,,1,,
18,SFA,370,2018,SFA Cup,6,1,,,517',428563,,,1,
19,SC1,370,2018,Premiership,29,11,,,2.605',428563,7,5,,
20,SCP,370,2018,Betfred Cup,3,2,,,270',428563,1,1,,
21,ELQ,370,2018,Europa League Qualifying,2,,,,162',428563,,1,,
22,SCPA,2999,2017,Premiership Relegation,2,,,,149',428563,1,,,
23,SC1,2999,2017,Premiership,11,4,,,925',428563,4,,,
24,SFA,2999,2017,SFA Cup,1,,,,77',428563,,,,
25,SSC,15792,2017,Irn-Bru Cup,1,1,,,90',428563,1,,,
26,SSC,15792,2016,Irn-Bru Cup,1,,,,62',428563,,,,
0,IT1,1025,2022,Serie A,27,1,,,1.326',63186,3,1,,
1,CIT,1025,2022,Italy Cup,3,,,,151',63186,,,,
2,IT1,1025,2021,Serie A,35,4,,,2.636',63186,4,,1,1
3,CIT,1025,2021,Italy Cup,1,,,,90',63186,,1,,
4,IT1,1025,2020,Serie A,37,5,,,3.255',63186,7,9,,
5,CIT,1025,2020,Italy Cup,2,1,,,164',63186,2,,,
6,IT1,1025,2019,Serie A,29,4,,,2.480',63186,8,5,2,
7,CIT,1025,2019,Italy Cup,1,,,,90',63186,2,,,
8,IT1,1025,2018,Serie A,17,5,,,1.494',63186,,2,,
9,CIT,1025,2018,Italy Cup,1,1,,,90',63186,,,,
10,IT1,416,2018,Serie A,11,1,,,468',63186,2,,,
11,CIT,416,2018,Italy Cup,1,1,,,72',63186,,1,,
12,ES1,1050,2017,LaLiga,22,3,,,1.134',63186,,,,
13,EL,1050,2017,Europa League,6,1,,,297',63186,,,,
14,CDR,1050,2017,Copa del Rey,2,2,,,146',63186,,,,
15,ES1,1050,2016,LaLiga,33,9,,,2.467',63186,7,9,1,
16,EL,1050,2016,Europa League,5,,,,226',63186,1,,,
17,CDR,1050,2016,Copa del Rey,3,1,,,235',63186,,1,,
18,CLQ,1050,2016,Champions League Qu.,2,,,,170',63186,,,,
19,IT1,1038,2015,Serie A,37,7,,,2.829',63186,1,8,,
20,CIT,1038,2015,Italy Cup,1,,,,90',63186,,,,
21,ELQ,1038,2015,Europa League Qualifying,2,,,,175',63186,,,,
22,IT1,1038,2014,Serie A,33,11,,,2.530',63186,4,4,,
23,CIT,1038,2014,Italy Cup,2,,,,135',63186,1,,,
24,IT1,1038,2013,Serie A,29,4,,,1.934',63186,1,5,,1
25,CIT,1038,2013,Italy Cup,,,,,,63186,,,,
26,IT1,1038,2012,Serie A,24,4,,,985',63186,2,,,
27,CIT,1038,2012,Italy Cup,1,,,,33',63186,,,,
28,POSB,1038,2011,Serie B Play-off,3,,,,145',63186,,,,
29,IT2,1038,2011,Serie B,13,1,,,811',63186,1,1,,1
30,IT2,749,2010,Serie B,27,4,,,1.539',63186,1,2,,2
31,CIT,749,2010,Italy Cup,2,,,,135',63186,,,,
32,ITJE,12001,2009,Primavera Fase Finale,4,,,,390',63186,,,,
33,ITJ1,12001,2009,Primavera A,18,1,,,1.366',63186,,3,,
34,TDV,12001,2009,Viareggio Cup,2,,,,153',63186,,,,
35,IT1,1038,2009,Serie A,,,,,,63186,,,,
36,CIT,1038,2009,Italy Cup,,,,,,63186,,,,
